execution_order,batch,barcode,number_of_affected_variants,product_title,variant_title,sku,shopify_product_id,shopify_variant_id,status,inventory_item_id,recommended_action,priority,review_reason
610,13,281765,2,WAFFLE WEAVE PLEATED HOUSE SHORTS IN CAVIAR,EXTRA - LARGE,281765,gid://shopify/Product/8162415903025,gid://shopify/ProductVariant/44377627099441,archived,gid://shopify/InventoryItem/46425345261873,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
611,13,281765,2,PLEATED HOUSE SHORTS IN CAVIAR,EXTRA - LARGE,281765,gid://shopify/Product/9318545752369,gid://shopify/ProductVariant/48219165425969,archived,gid://shopify/InventoryItem/50265999474993,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
612,13,281766,2,WAFFLE WEAVE PLEATED HOUSE SHORTS IN CAVIAR,2X - LARGE,281766,gid://shopify/Product/8162415903025,gid://shopify/ProductVariant/44377627132209,archived,gid://shopify/InventoryItem/46425345294641,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
613,13,281766,2,PLEATED HOUSE SHORTS IN CAVIAR,2X - LARGE,281766,gid://shopify/Product/9318545752369,gid://shopify/ProductVariant/48219165458737,archived,gid://shopify/InventoryItem/50265999507761,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
614,13,281767,2,WAFFLE WEAVE PLEATED HOUSE SHORTS IN CAVIAR,3X - LARGE,281767,gid://shopify/Product/8162415903025,gid://shopify/ProductVariant/44377972998449,archived,gid://shopify/InventoryItem/46425691783473,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
615,13,281767,2,PLEATED HOUSE SHORTS IN CAVIAR,3X - LARGE,281767,gid://shopify/Product/9318545752369,gid://shopify/ProductVariant/48219165491505,archived,gid://shopify/InventoryItem/50265999540529,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
616,13,322933,2,MILITIA LOUNGE PANTS IN OCEAN CAMO,LARGE,322933,gid://shopify/Product/8899740631345,gid://shopify/ProductVariant/47023536505137,archived,gid://shopify/InventoryItem/49072104243505,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
617,13,322933,2,MILITIA LOUNGE PANTS IN OCEAN CAMO,EXTRA - LARGE,322933,gid://shopify/Product/8899740631345,gid://shopify/ProductVariant/47023536537905,archived,gid://shopify/InventoryItem/49072104276273,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
618,13,324181,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN OAT",EXTRA - SMALL,324181,gid://shopify/Product/8388958847281,gid://shopify/ProductVariant/45141301592369,archived,gid://shopify/InventoryItem/47186948981041,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
619,13,324181,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN CAVIAR",EXTRA - SMALL,324181,gid://shopify/Product/8388960813361,gid://shopify/ProductVariant/45141307294001,archived,gid://shopify/InventoryItem/47186954715441,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
620,13,324182,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN OAT",SMALL,324182,gid://shopify/Product/8388958847281,gid://shopify/ProductVariant/45141301625137,archived,gid://shopify/InventoryItem/47186949013809,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
621,13,324182,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN CAVIAR",SMALL,324182,gid://shopify/Product/8388960813361,gid://shopify/ProductVariant/45141307326769,archived,gid://shopify/InventoryItem/47186954748209,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
622,13,324183,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN OAT",MEDIUM,324183,gid://shopify/Product/8388958847281,gid://shopify/ProductVariant/45141301657905,archived,gid://shopify/InventoryItem/47186949046577,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
623,13,324183,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN CAVIAR",MEDIUM,324183,gid://shopify/Product/8388960813361,gid://shopify/ProductVariant/45141307359537,archived,gid://shopify/InventoryItem/47186954780977,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
624,13,324184,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN OAT",LARGE,324184,gid://shopify/Product/8388958847281,gid://shopify/ProductVariant/45141301690673,archived,gid://shopify/InventoryItem/47186949079345,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
625,13,324184,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN CAVIAR",LARGE,324184,gid://shopify/Product/8388960813361,gid://shopify/ProductVariant/45141307392305,archived,gid://shopify/InventoryItem/47186954813745,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
626,13,324185,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN OAT",EXTRA - LARGE,324185,gid://shopify/Product/8388958847281,gid://shopify/ProductVariant/45141301723441,archived,gid://shopify/InventoryItem/47186949112113,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
627,13,324185,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN CAVIAR",EXTRA - LARGE,324185,gid://shopify/Product/8388960813361,gid://shopify/ProductVariant/45141307425073,archived,gid://shopify/InventoryItem/47186954846513,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
628,13,324186,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN OAT",2X - LARGE,324186,gid://shopify/Product/8388958847281,gid://shopify/ProductVariant/45141301756209,archived,gid://shopify/InventoryItem/47186949144881,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
629,13,324186,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN CAVIAR",2X - LARGE,324186,gid://shopify/Product/8388960813361,gid://shopify/ProductVariant/45141307490609,archived,gid://shopify/InventoryItem/47186954879281,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
630,13,324187,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN OAT",3X - LARGE,324187,gid://shopify/Product/8388958847281,gid://shopify/ProductVariant/45141301788977,archived,gid://shopify/InventoryItem/47186949177649,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
631,13,324187,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN CAVIAR",3X - LARGE,324187,gid://shopify/Product/8388960813361,gid://shopify/ProductVariant/45141307523377,archived,gid://shopify/InventoryItem/47186954912049,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
632,13,324188,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN OAT",4X - LARGE,324188,gid://shopify/Product/8388958847281,gid://shopify/ProductVariant/45141301821745,archived,gid://shopify/InventoryItem/47186949210417,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
633,13,324188,2,"NAUGHTY N' NICE ""SPECIAL ORDER"" TEE IN CAVIAR",4X - LARGE,324188,gid://shopify/Product/8388960813361,gid://shopify/ProductVariant/45141307556145,archived,gid://shopify/InventoryItem/47186954944817,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
634,13,327963,2,FIELD CAMO 7 POCKET SHORTS,SMALL,327963,gid://shopify/Product/6804943863894,gid://shopify/ProductVariant/40045209747542,archived,gid://shopify/InventoryItem/42159299264598,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
635,13,327963,2,WOODLAND CAMO 7 POCKET SHORTS,SMALL,327963,gid://shopify/Product/6827538382934,gid://shopify/ProductVariant/40115001688150,archived,gid://shopify/InventoryItem/42229194358870,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
636,13,327964,2,FIELD CAMO 7 POCKET SHORTS,MEDIUM,327964,gid://shopify/Product/6804943863894,gid://shopify/ProductVariant/40045209813078,archived,gid://shopify/InventoryItem/42159299330134,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
637,13,327964,2,WOODLAND CAMO 7 POCKET SHORTS,MEDIUM,327964,gid://shopify/Product/6827538382934,gid://shopify/ProductVariant/40115001720918,archived,gid://shopify/InventoryItem/42229194391638,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
638,13,327965,2,FIELD CAMO 7 POCKET SHORTS,LARGE,327965,gid://shopify/Product/6804943863894,gid://shopify/ProductVariant/40045209845846,archived,gid://shopify/InventoryItem/42159299362902,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
639,13,327965,2,WOODLAND CAMO 7 POCKET SHORTS,LARGE,327965,gid://shopify/Product/6827538382934,gid://shopify/ProductVariant/40115001753686,archived,gid://shopify/InventoryItem/42229194424406,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
640,13,327966,2,WOODLAND CAMO 7 POCKET SHORTS,EXTRA - LARGE,327966,gid://shopify/Product/6827538382934,gid://shopify/ProductVariant/40115001786454,archived,gid://shopify/InventoryItem/42229194457174,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
641,13,327966,2,FIELD CAMO 7 POCKET SHORTS,EXTRA-LARGE,327966,gid://shopify/Product/6804943863894,gid://shopify/ProductVariant/46342162514225,archived,gid://shopify/InventoryItem/48389334073649,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
642,13,327967,2,WOODLAND CAMO 7 POCKET SHORTS,2X - LARGE,327967,gid://shopify/Product/6827538382934,gid://shopify/ProductVariant/40115001819222,archived,gid://shopify/InventoryItem/42229194489942,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
643,13,327967,2,FIELD CAMO 7 POCKET SHORTS,2X-LARGE,327967,gid://shopify/Product/6804943863894,gid://shopify/ProductVariant/46342162546993,archived,gid://shopify/InventoryItem/48389334106417,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
644,13,352146,2,PAINTER'S LOUNGE PANTS IN SNOW,2X - LARGE,352146,gid://shopify/Product/8372442890545,gid://shopify/ProductVariant/45101260013873,archived,gid://shopify/InventoryItem/47146882171185,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
645,13,352146,2,PAINTER'S LOUNGE PANTS IN SNOW,3X - LARGE,352146,gid://shopify/Product/8372442890545,gid://shopify/ProductVariant/45101260046641,archived,gid://shopify/InventoryItem/47146882203953,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
646,13,358751,2,OVERSIZED TEE IN WINE,EXTRA-SMALL,358751,gid://shopify/Product/8297259467057,gid://shopify/ProductVariant/44836376379697,archived,gid://shopify/InventoryItem/46881402945841,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
647,13,358751,2,OVERSIZED TEE IN WHEAT,EXTRA-SMALL,358751,gid://shopify/Product/8297332212017,gid://shopify/ProductVariant/44836490314033,archived,gid://shopify/InventoryItem/46881516257585,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
648,13,358752,2,OVERSIZED TEE IN WINE,SMALL,358752,gid://shopify/Product/8297259467057,gid://shopify/ProductVariant/44836376412465,archived,gid://shopify/InventoryItem/46881402978609,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
649,13,358752,2,OVERSIZED TEE IN WHEAT,SMALL,358752,gid://shopify/Product/8297332212017,gid://shopify/ProductVariant/44836490346801,archived,gid://shopify/InventoryItem/46881516290353,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
650,13,358753,2,OVERSIZED TEE IN WINE,MEDIUM,358753,gid://shopify/Product/8297259467057,gid://shopify/ProductVariant/44836376445233,archived,gid://shopify/InventoryItem/46881403011377,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
651,14,358753,2,OVERSIZED TEE IN WHEAT,MEDIUM,358753,gid://shopify/Product/8297332212017,gid://shopify/ProductVariant/44836490379569,archived,gid://shopify/InventoryItem/46881516323121,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
652,14,358754,2,OVERSIZED TEE IN WINE,LARGE,358754,gid://shopify/Product/8297259467057,gid://shopify/ProductVariant/44836376478001,archived,gid://shopify/InventoryItem/46881403044145,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
653,14,358754,2,OVERSIZED TEE IN WHEAT,LARGE,358754,gid://shopify/Product/8297332212017,gid://shopify/ProductVariant/44836490412337,archived,gid://shopify/InventoryItem/46881516355889,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
654,14,358755,2,OVERSIZED TEE IN WINE,EXTRA - LARGE,358755,gid://shopify/Product/8297259467057,gid://shopify/ProductVariant/44836376510769,archived,gid://shopify/InventoryItem/46881403076913,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
655,14,358755,2,OVERSIZED TEE IN WHEAT,EXTRA - LARGE,358755,gid://shopify/Product/8297332212017,gid://shopify/ProductVariant/44836490445105,archived,gid://shopify/InventoryItem/46881516388657,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
656,14,358756,2,OVERSIZED TEE IN WINE,2X - LARGE,358756,gid://shopify/Product/8297259467057,gid://shopify/ProductVariant/44836376543537,archived,gid://shopify/InventoryItem/46881403109681,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
